TimeOfDay	Time	Air Flow	Lung Volume	Comp Ch 2
09:18:42.197	0	0.0469398	3.03235e-05	0.00591428
09:18:42.202	0.005	0.0469392	6.06409e-05	0.00591428
09:18:42.207	0.01	0.0469338	9.09083e-05	0.00591428
09:18:42.212	0.015	0.0469162	0.000121013	0.00591428
09:18:42.217	0.02	0.0468776	0.000150759	0.00578405
09:18:42.222	0.025	0.04681	0.000179878	0.00559603
09:18:42.227	0.03	0.0467099	0.000208068	0.00534545
09:18:42.232	0.035	0.0465761	0.000235016	0.00503156
09:18:42.237	0.04	0.0464059	0.000260386	0.00465972
09:18:42.242	0.045	0.0462002	0.000283848	0.00424676
09:18:42.247	0.05	0.0459673	0.000305149	0.00383637
09:18:42.252	0.055	0.0457206	0.000324161	0.0034702
09:18:42.257	0.06	0.0454734	0.000341044	0.00317535
09:18:42.262	0.065	0.0452351	0.000356813	0.00292793
09:18:42.267	0.07	0.045014	0.00037146	0.00270165
09:18:42.272	0.075	0.0448142	0.000384972	0.00247452
09:18:42.277	0.08	0.0446327	0.000397344	0.00224813
09:18:42.282	0.085	0.0444686	0.000408575	0.00202486
09:18:42.287	0.09	0.0443255	0.00041868	0.00180758
09:18:42.292	0.095	0.0442067	0.000427687	0.00159949
09:18:42.297	0.1	0.0441148	0.000435643	0.00140388
09:18:42.302	0.105	0.0440492	0.000442609	0.00122391
09:18:42.307	0.11	0.0440058	0.000448666	0.00106233
09:18:42.312	0.115	0.0439781	0.000453908	0.000921006
09:18:42.317	0.12	0.0439587	0.000458441	0.000800653
09:18:42.322	0.125	0.0439392	0.000462374	0.00070073
09:18:42.327	0.13	0.0439127	0.000465814	0.000619674
09:18:42.332	0.135	0.0438782	0.000468857	0.000555376
09:18:42.337	0.14	0.0438402	0.000471585	0.000505599
09:18:42.342	0.145	0.0438037	0.000474072	0.000468142
09:18:42.347	0.15	0.0437734	0.000476379	0.000440839
09:18:42.352	0.155	0.0437525	0.000478557	0.000421561
09:18:42.357	0.16	0.043741	0.000480645	0.000408408
09:18:42.362	0.165	0.0437388	0.000482673	0.000399902
09:18:42.367	0.17	0.0437481	0.000484661	0.000395139
09:18:42.372	0.175	0.0437707	0.000486626	0.000393774
09:18:42.377	0.18	0.0438085	0.000488584	0.00039589
09:18:42.382	0.185	0.0438569	0.00049055	0.00040184
09:18:42.387	0.19	0.0439052	0.000492545	0.000412038
09:18:42.392	0.195	0.0439434	0.00049459	0.00042683
09:18:42.397	0.2	0.0439678	0.000496708	0.000446279
09:18:42.402	0.205	0.0439805	0.000498924	0.000470046
09:18:42.407	0.21	0.0439833	0.000501261	0.000497277
09:18:42.412	0.215	0.0439775	0.00050374	0.000526699
09:18:42.417	0.22	0.0439654	0.000506371	0.000556739
09:18:42.422	0.225	0.0439515	0.000509159	0.000585735
09:18:42.427	0.23	0.0439425	0.000512097	0.000612112
09:18:42.432	0.235	0.0439438	0.000515171	0.000634549
09:18:42.437	0.24	0.0439579	0.000518361	0.000652107
09:18:42.442	0.245	0.0439835	0.00052164	0.000664359
09:18:42.447	0.25	0.044015	0.00052498	0.000671455
09:18:42.452	0.255	0.0440463	0.000528353	0.000674047
09:18:42.457	0.26	0.0440761	0.000531735	0.000673088
09:18:42.462	0.265	0.0441049	0.000535109	0.000669735
09:18:42.467	0.27	0.0441319	0.000538461	0.000665298
09:18:42.472	0.275	0.0441531	0.000541787	0.000661213
09:18:42.477	0.28	0.044164	0.000545086	0.000658776
09:18:42.482	0.285	0.0441618	0.00054837	0.000658843
09:18:42.487	0.29	0.0441446	0.000551654	0.000661591
09:18:42.492	0.295	0.0441159	0.000554954	0.00066655
09:18:42.497	0.3	0.0440824	0.000558283	0.000672813
09:18:42.502	0.305	0.0440497	0.000561646	0.000679273
09:18:42.507	0.31	0.0440201	0.000565046	0.000684812
09:18:42.512	0.315	0.0439937	0.000568476	0.000688418
09:18:42.517	0.32	0.043969	0.000571928	0.000689298
09:18:42.522	0.325	0.0439451	0.000575386	0.000687003
09:18:42.527	0.33	0.0439236	0.000578833	0.000681643
09:18:42.532	0.335	0.0439094	0.00058225	0.00067397
09:18:42.537	0.34	0.0439086	0.000585623	0.000665378
09:18:42.542	0.345	0.0439234	0.000588948	0.000657661
09:18:42.547	0.35	0.0439513	0.000592226	0.000652723
09:18:42.552	0.355	0.0439853	0.000595474	0.000652184
09:18:42.557	0.36	0.0440199	0.000598715	0.000657079
09:18:42.562	0.365	0.044053	0.00060198	0.000667665
09:18:42.567	0.37	0.044081	0.0006053	0.000683459
09:18:42.572	0.375	0.0440989	0.000608703	0.000703431
09:18:42.577	0.38	0.0441029	0.000612211	0.000726225
09:18:42.582	0.385	0.0440932	0.000615838	0.000750359
09:18:42.587	0.39	0.044074	0.00061959	0.000774309
09:18:42.592	0.395	0.0440525	0.000623467	0.000796627
09:18:42.597	0.4	0.0440361	0.000627461	0.000816009
09:18:42.602	0.405	0.0440307	0.000631554	0.000831428
09:18:42.607	0.41	0.0440388	0.000635728	0.000842231
