TimeOfDay	Time	Air Flow	Lung Volume	Comp Ch 2
09:11:06.539	0	0.0452175	1.32668e-05	0.00261535
09:11:06.544	0.005	0.0452174	2.65329e-05	0.00261535
09:11:06.549	0.01	0.045217	3.97951e-05	0.00261535
09:11:06.554	0.015	0.0452144	5.30332e-05	0.00261535
09:11:06.559	0.02	0.0452052	6.61858e-05	0.00256825
09:11:06.564	0.025	0.0451839	7.91412e-05	0.00248785
09:11:06.569	0.03	0.0451439	9.17249e-05	0.00236596
09:11:06.574	0.035	0.0450803	0.000103719	0.0021985
09:11:06.579	0.04	0.0449893	0.000114869	0.001988
09:11:06.584	0.045	0.044872	0.000124931	0.00175438
09:11:06.589	0.05	0.0447343	0.000133717	0.00152952
09:11:06.594	0.055	0.0445858	0.000141125	0.00134433
09:11:06.599	0.06	0.0444367	0.000147625	0.00120376
09:11:06.604	0.065	0.044297	0.000153596	0.00109209
09:11:06.609	0.07	0.0441733	0.000159048	0.000991558
09:11:06.614	0.075	0.0440692	0.000163993	0.000894964
09:11:06.619	0.08	0.0439877	0.00016845	0.000803612
09:11:06.624	0.085	0.0439262	0.000172446	0.000718937
09:11:06.629	0.09	0.0438784	0.000176013	0.000642501
09:11:06.634	0.095	0.0438403	0.000179193	0.000576045
09:11:06.639	0.1	0.0438104	0.000182034	0.000521449
09:11:06.644	0.105	0.0437883	0.000184595	0.000480551
09:11:06.649	0.11	0.0437754	0.000186946	0.000454797
09:11:06.654	0.115	0.043773	0.000189165	0.000444917
09:11:06.659	0.12	0.0437793	0.000191336	0.000450714
09:11:06.664	0.125	0.0437932	0.000193539	0.000471003
09:11:06.669	0.13	0.0438163	0.000195852	0.000503698
09:11:06.674	0.135	0.0438515	0.000198338	0.000546025
09:11:06.679	0.14	0.0439002	0.000201046	0.000594969
09:11:06.684	0.145	0.0439609	0.00020401	0.000647737
09:11:06.689	0.15	0.044029	0.000207244	0.000702156
09:11:06.694	0.155	0.0440983	0.000210755	0.000756768
09:11:06.699	0.16	0.0441666	0.000214542	0.000810781
09:11:06.704	0.165	0.0442349	0.0002186	0.000863894
09:11:06.709	0.17	0.0443057	0.000222922	0.000916189
09:11:06.714	0.175	0.0443799	0.000227505	0.000967965
09:11:06.719	0.18	0.0444544	0.000232345	0.00101958
09:11:06.724	0.185	0.0445257	0.000237442	0.00107129
09:11:06.729	0.19	0.04459	0.000242798	0.00112307
09:11:06.734	0.195	0.0446409	0.000248413	0.00117463
09:11:06.739	0.2	0.04467	0.000254289	0.00122537
09:11:06.744	0.205	0.0446745	0.000260421	0.00127446
09:11:06.749	0.21	0.0446572	0.000266802	0.00132109
09:11:06.754	0.215	0.0446242	0.000273419	0.00136449
09:11:06.759	0.22	0.0445828	0.000280254	0.00140402
09:11:06.764	0.225	0.0445406	0.000287289	0.00143892
09:11:06.769	0.23	0.0445031	0.000294502	0.00146837
09:11:06.774	0.235	0.0444767	0.000301865	0.00149165
09:11:06.779	0.24	0.0444666	0.000309346	0.00150837
09:11:06.784	0.245	0.0444726	0.00031691	0.00151878
09:11:06.789	0.25	0.0444898	0.000324523	0.00152388
09:11:06.794	0.255	0.0445167	0.000332156	0.00152547
09:11:06.799	0.26	0.0445523	0.000339787	0.00152594
09:11:06.804	0.265	0.0445927	0.000347411	0.00152785
09:11:06.809	0.27	0.0446315	0.000355037	0.00153337
09:11:06.814	0.275	0.0446633	0.000362685	0.00154389
09:11:06.819	0.28	0.044688	0.000370385	0.00155987
09:11:06.824	0.285	0.0447058	0.000378166	0.00158094
09:11:06.829	0.29	0.0447136	0.000386057	0.00160603
09:11:06.834	0.295	0.044711	0.000394078	0.00163356
09:11:06.839	0.3	0.0446984	0.000402244	0.00166171
09:11:06.844	0.305	0.0446783	0.000410557	0.00168879
09:11:06.849	0.31	0.0446569	0.00041901	0.00171351
09:11:06.854	0.315	0.0446421	0.000427589	0.00173503
09:11:06.859	0.32	0.0446388	0.000436277	0.00175288
09:11:06.864	0.325	0.0446499	0.000445054	0.00176695
09:11:06.869	0.33	0.0446782	0.000453901	0.00177747
09:11:06.874	0.335	0.0447193	0.000462799	0.0017849
09:11:06.879	0.34	0.0447628	0.000471732	0.00178981
09:11:06.884	0.345	0.0448022	0.000480687	0.00179268
09:11:06.889	0.35	0.0448344	0.000489656	0.00179396
09:11:06.894	0.355	0.0448565	0.00049863	0.00179402
09:11:06.899	0.36	0.0448663	0.000507603	0.0017932
09:11:06.904	0.365	0.0448633	0.000516571	0.00179167
09:11:06.909	0.37	0.044849	0.000525531	0.00178935
09:11:06.914	0.375	0.0448295	0.000534481	0.0017859
09:11:06.919	0.38	0.0448107	0.000543416	0.00178069
09:11:06.924	0.385	0.0447945	0.000552328	0.00177306
09:11:06.929	0.39	0.0447801	0.000561204	0.00176251
09:11:06.934	0.395	0.0447676	0.000570028	0.00174892
09:11:06.939	0.4	0.0447578	0.000578782	0.00173266
09:11:06.944	0.405	0.0447498	0.000587452	0.00171457
09:11:06.949	0.41	0.044741	0.000596027	0.00169591
09:11:06.954	0.415	0.0447275	0.000604504	0.00167819
09:11:06.959	0.42	0.0447085	0.000612886	0.00166297
09:11:06.964	0.425	0.0446849	0.000621187	0.00165153
09:11:06.969	0.43	0.0446579	0.000629428	0.00164453
09:11:06.974	0.435	0.0446293	0.000637635	0.00164183
09:11:06.979	0.44	0.0446018	0.000645832	0.00164252
09:11:06.984	0.445	0.0445757	0.000654038	0.00164521
09:11:06.989	0.45	0.044553	0.000662263	0.00164831
09:11:06.994	0.455	0.0445377	0.000670508	0.00165027
09:11:06.999	0.46	0.0445322	0.000678769	0.00164969
09:11:07.004	0.465	0.0445357	0.00068703	0.00164551
09:11:07.009	0.47	0.044547	0.000695273	0.00163721
09:11:07.014	0.475	0.0445683	0.000703473	0.00162484
09:11:07.019	0.48	0.0446022	0.00071161	0.00160897
09:11:07.024	0.485	0.0446478	0.000719663	0.00159053
09:11:07.029	0.49	0.0447013	0.000727621	0.00157054
09:11:07.034	0.495	0.0447565	0.000735475	0.00154986
09:11:07.039	0.5	0.0448034	0.000743224	0.00152899
09:11:07.044	0.505	0.044834	0.000750869	0.00150798
09:11:07.049	0.51	0.0448453	0.00075841	0.00148644
09:11:07.054	0.515	0.0448364	0.000765846	0.0014637
09:11:07.059	0.52	0.0448077	0.000773171	0.00143891
09:11:07.064	0.525	0.0447605	0.000780375	0.00141126
