TimeOfDay	Time	Air Flow	Lung Volume	Comp Ch 2
09:21:16.413	0	0.0426331	-1.05843e-05	-0.00205495
09:21:16.418	0.005	0.0426333	-2.11667e-05	-0.00205495
09:21:16.423	0.01	0.0426353	-3.17326e-05	-0.00205495
09:21:16.428	0.015	0.0426429	-4.22341e-05	-0.00205495
09:21:16.433	0.02	0.0426613	-5.25811e-05	-0.00200149
09:21:16.438	0.025	0.0426931	-6.2662e-05	-0.00192802
09:21:16.443	0.03	0.0427383	-7.23632e-05	-0.00183757
09:21:16.448	0.035	0.0427949	-8.15898e-05	-0.00173529
09:21:16.453	0.04	0.0428582	-9.0285e-05	-0.00162657
09:21:16.458	0.045	0.0429248	-9.84219e-05	-0.00151691
09:21:16.463	0.05	0.0429919	-0.000105996	-0.00141189
09:21:16.468	0.055	0.043058	-0.000113016	-0.00131486
09:21:16.473	0.06	0.0431224	-0.000119546	-0.00122515
09:21:16.478	0.065	0.0431852	-0.000125676	-0.00113747
09:21:16.483	0.07	0.0432461	-0.00013138	-0.00104754
09:21:16.488	0.075	0.0433028	-0.000136633	-0.00095345
09:21:16.493	0.08	0.0433541	-0.000141411	-0.000856396
09:21:16.498	0.085	0.0433989	-0.000145698	-0.000757988
09:21:16.503	0.09	0.043438	-0.000149486	-0.000660103
09:21:16.508	0.095	0.0434753	-0.000152778	-0.000564669
09:21:16.513	0.1	0.0435153	-0.000155587	-0.000473459
09:21:16.518	0.105	0.0435616	-0.000157934	-0.000387926
09:21:16.523	0.11	0.0436157	-0.000159851	-0.000309103
09:21:16.528	0.115	0.0436788	-0.000161371	-0.000237558
09:21:16.533	0.12	0.0437498	-0.000162534	-0.000173366
09:21:16.538	0.125	0.0438249	-0.000163377	-0.000116078
09:21:16.543	0.13	0.0439027	-0.000163936	0.0035872
09:21:16.548	0.135	0.0439818	-0.000164244	0.00728658
09:21:16.553	0.14	0.0440574	-0.000164324	0.010984
09:21:16.558	0.145	0.0441246	1.46081e-07	0.00737723
09:21:16.563	0.15	0.0441793	5.17182e-07	0.00377019
