TimeOfDay	Time	Air Flow	Lung Volume	Comp Ch 2
10:09:13.239	0	0.0383272	-4.90758e-05	-0.00955902
10:09:13.244	0.005	0.0383285	-9.8141e-05	-0.00955902
10:09:13.249	0.01	0.0383386	-0.000147121	-0.00955902
10:09:13.254	0.015	0.0383725	-0.000195816	-0.00955902
10:09:13.259	0.02	0.0384458	-0.000243896	-0.00934261
10:09:13.264	0.025	0.0385708	-0.000290923	-0.0090384
10:09:13.269	0.03	0.0387536	-0.000336415	-0.00864949
10:09:13.274	0.035	0.0389908	-0.000379912	-0.00818845
10:09:13.279	0.04	0.0392731	-0.000421036	-0.00767414
10:09:13.284	0.045	0.0395881	-0.000459513	-0.007138
10:09:13.289	0.05	0.0399221	-0.000495182	-0.00662325
10:09:13.294	0.055	0.0402606	-0.000528006	-0.0061653
10:09:13.299	0.06	0.040592	-0.000558484	-0.00577022
10:09:13.304	0.065	0.0409066	-0.000587288	-0.00540997
10:09:13.309	0.07	0.0411981	-0.000614367	-0.00505759
10:09:13.314	0.075	0.0414649	-0.000639676	-0.00469942
10:09:13.319	0.08	0.041707	-0.000663183	-0.004339
10:09:13.324	0.085	0.0419254	-0.000684871	-0.00398071
10:09:13.329	0.09	0.0421236	-0.000704751	-0.00362934
10:09:13.334	0.095	0.0423062	-0.000722858	-0.00328945
10:09:13.339	0.1	0.0424802	-0.000739252	-0.00296497
10:09:13.344	0.105	0.0426514	-0.000754014	-0.00265886
10:09:13.349	0.11	0.0428221	-0.000767239	-0.00237299
10:09:13.354	0.115	0.0429902	-0.000779032	-0.00210814
10:09:13.359	0.12	0.043152	-0.000789502	-0.00186418
10:09:13.364	0.125	0.0433078	-0.000798755	-0.00164043
10:09:13.369	0.13	0.0434592	-0.000806894	-0.00143584
10:09:13.374	0.135	0.0436036	-0.000814013	-0.00124924
10:09:13.379	0.14	0.0437366	-0.000820203	-0.00107956
10:09:13.384	0.145	0.0438536	-0.000825548	-0.000925947
10:09:13.389	0.15	0.0439512	-0.000830127	-0.00078792
10:09:13.394	0.155	0.0440287	-0.000834015	-0.000665435
10:09:13.399	0.16	0.0440875	-0.00083729	-0.000558861
10:09:13.404	0.165	0.0441305	-0.000840029	-0.000468662
10:09:13.409	0.17	0.0441609	-0.000842316	-0.000395248
10:09:13.414	0.175	0.0441817	-0.000844235	-0.000338639
10:09:13.419	0.18	0.0441986	-0.000845873	-0.000298494
10:09:13.424	0.185	0.0442131	-0.000847313	-0.000274078
10:09:13.429	0.19	0.0442243	-0.000848633	-0.00026432
10:09:13.434	0.195	0.0442306	-0.00084991	-0.000267729
10:09:13.439	0.2	0.0442299	-0.000851211	-0.00028232
10:09:13.444	0.205	0.044222	-0.000852593	-0.000305681
10:09:13.449	0.21	0.0442062	-0.000854101	-0.000335193
10:09:13.454	0.215	0.0441779	-0.000855765	-0.00036826
10:09:13.459	0.22	0.0441333	-0.000857603	-0.000402575
10:09:13.464	0.225	0.0440727	-0.000859619	-0.000436283
10:09:13.469	0.23	0.0439988	-0.000861808	-0.000468098
10:09:13.474	0.235	0.0439155	-0.000864158	-0.000497295
10:09:13.479	0.24	0.0438281	-0.000866655	-0.00052359
10:09:13.484	0.245	0.0437419	-0.000869282	-0.000547043
10:09:13.489	0.25	0.0436614	-0.000872026	-0.000567884
10:09:13.494	0.255	0.0435904	-0.000874873	-0.00058649
10:09:13.499	0.26	0.0435328	-0.000877812	-0.00060328
10:09:13.504	0.265	0.0434943	-0.000880833	-0.000618647
10:09:13.509	0.27	0.0434785	-0.000883929	-0.000632818
10:09:13.514	0.275	0.0434851	-0.000887097	-0.000645753
10:09:13.519	0.28	0.0435125	-0.000890331	-0.000657208
10:09:13.524	0.285	0.0435583	-0.000893623	-0.000666723
10:09:13.529	0.29	0.0436163	-0.000896965	-0.000673864
10:09:13.534	0.295	0.0436802	-0.000900344	-0.000678199
10:09:13.539	0.3	0.0437459	-0.000903745	-0.000679498
10:09:13.544	0.305	0.0438085	-0.000907153	-0.000677604
10:09:13.549	0.31	0.0438665	-0.000910552	-0.000672472
10:09:13.554	0.315	0.0439181	-0.000913925	-0.000664136
10:09:13.559	0.32	0.0439586	-0.000917257	-0.000652728
10:09:13.564	0.325	0.0439846	-0.00092053	-0.000638499
10:09:13.569	0.33	0.0439964	-0.000923731	-0.000621803
10:09:13.574	0.335	0.0439952	-0.000926846	-0.000603073
10:09:13.579	0.34	0.0439819	-0.000929867	-0.000582827
10:09:13.584	0.345	0.0439578	-0.000932784	-0.000561655
10:09:13.589	0.35	0.0439257	-0.000935594	-0.00054026
10:09:13.594	0.355	0.0438885	-0.000938293	-0.000519357
10:09:13.599	0.36	0.0438486	-0.000940886	-0.000499613
10:09:13.604	0.365	0.0438076	-0.000943378	-0.000481571
10:09:13.609	0.37	0.0437695	-0.000945779	-0.000465651
10:09:13.614	0.375	0.0437381	-0.000948099	-0.000452126
10:09:13.619	0.38	0.0437156	-0.00095035	-0.000441064
10:09:13.624	0.385	0.043705	-0.000952548	-0.000432351
10:09:13.629	0.39	0.0437098	-0.000954702	-0.000425609
10:09:13.634	0.395	0.0437314	-0.000956826	-0.000420259
10:09:13.639	0.4	0.0437686	-0.000958925	-0.000415463
10:09:13.644	0.405	0.0438196	-0.000961003	-0.000410279
10:09:13.649	0.41	0.0438803	-0.000963059	-0.000403713
10:09:13.654	0.415	0.0439428	-0.000965086	-0.000394974
10:09:13.659	0.42	0.0439985	-0.00096707	-0.00038357
10:09:13.664	0.425	0.0440444	-0.000968998	-0.000369399
10:09:13.669	0.43	0.0440809	-0.000970854	-0.000352697
10:09:13.674	0.435	0.0441069	-0.000972624	-0.000333936
10:09:13.679	0.44	0.0441205	-0.000974299	-0.000313752
10:09:13.684	0.445	0.0441214	-0.00097587	-0.000292979
10:09:13.689	0.45	0.044111	-0.000977334	-0.00027266
10:09:13.694	0.455	0.0440908	-0.000978692	-0.000254127
10:09:13.699	0.46	0.0440663	-0.000979952	-0.000238838
10:09:13.704	0.465	0.0440428	-0.00098113	-0.000228231
10:09:13.709	0.47	0.0440243	-0.00098225	-0.000223409
10:09:13.714	0.475	0.0440143	-0.000983345	-0.000224847
10:09:13.719	0.48	0.0440135	-0.000984448	-0.000232334
10:09:13.724	0.485	0.0440177	-0.000985592	-0.000245015
10:09:13.729	0.49	0.0440218	-0.000986803	-0.000261619
10:09:13.734	0.495	0.0440234	-0.000988103	-0.000280602
10:09:13.739	0.5	0.0440232	-0.000989504	-0.000300295
10:09:13.744	0.505	0.0440235	-0.000991009	-0.00031918
10:09:13.749	0.51	0.0440248	-0.000992612	-0.000336088
10:09:13.754	0.515	0.0440255	-0.000994303	-0.000350431
10:09:13.759	0.52	0.0440227	-0.000996064	-0.000362202
10:09:13.764	0.525	0.0440121	-0.000997883	-0.000372043
10:09:13.769	0.53	0.0439903	-0.000999746	-0.00038117
10:09:13.774	0.535	0.0439576	-0.00100165	-0.000391269
10:09:13.779	0.54	0.0439176	-0.0010036	-0.000404189
10:09:13.784	0.545	0.0438776	-0.0010056	-0.000421651
10:09:13.789	0.55	0.0438431	-0.00100769	-0.000444981
10:09:13.794	0.555	0.0438178	-0.00100989	-0.000475047
