0	0.0404807	1.75038e-05	0.00364947
0.005	0.0404834	3.50334e-05	0.00364947
0.01	0.0405023	5.27375e-05	0.00364947
0.015	0.0405421	7.08093e-05	0.00364947
0.02	0.0405798	8.92284e-05	0.00364324
0.025	0.0405874	0.000107718	0.00356127
0.03	0.0405497	0.00012586	0.00338552
0.035	0.0404569	0.000143144	0.00311433
0.04	0.0403034	0.00015901	0.00276269
0.045	0.0401003	0.000173001	0.00232804
0.05	0.039869	0.000184855	0.00185995
0.055	0.0396273	0.000194478	0.00139918
0.06	0.0393885	0.000200583	0.00103288
0.065	0.0391587	0.000205503	0.000738156
0.07	0.0389405	0.000209211	0.000490811
0.075	0.038733	0.000211682	0.000241765
0.08	0.0385321	0.000212887	-4.63204e-06
0.085	0.0383386	0.000212814	-0.000243197
0.09	0.038155	0.000211574	-0.000473034
0.095	0.0379828	0.000209184	-0.000692882
0.1	0.0378237	0.000205681	-0.000901337
0.105	0.0376802	0.000201123	-0.00109479
0.11	0.0375534	0.000195588	-0.00127017
0.115	0.0374432	0.000189168	-0.00142502
0.12	0.0373493	0.000181967	-0.0015573
0.125	0.0372705	0.0001741	-0.00166532
0.13	0.0372048	0.000165687	-0.00174761
0.135	0.0371522	0.000156859	-0.0018029
0.14	0.0371152	0.00014775	-0.00183016
0.145	0.0370965	0.000138503	-0.00182865
0.15	0.0370955	0.000129262	-0.00179807
0.155	0.0371067	0.000120174	-0.00173867
0.16	0.0371238	0.000111386	-0.00165145
0.165	0.0371454	0.000103041	-0.00153819
0.17	0.0371744	9.52707e-05	-0.00140151
0.175	0.0372197	8.81952e-05	-0.00124468
0.18	0.0372906	8.19167e-05	-0.00107144
0.185	0.0373918	7.65179e-05	-0.000885771
0.19	0.0375272	7.20614e-05	-0.000691747
0.195	0.0376965	6.85885e-05	-0.000493357
0.2	0.0378943	6.61203e-05	-0.00171961
0.205	0.038116	6.46586e-05	-0.00294533
0.21	0.0383579	6.41878e-05	-0.00417132
0.215	0.0386143	5.41379e-07	-0.00254734
0.22	0.0388805	2.09842e-06	-0.000930238
0.225	0.0391475	4.61757e-06	0.000676452
0.23	0.0394025	8.04135e-06	0.000844048
0.235	0.0396331	1.2308e-05	0.000997472
0.24	0.039829	1.73484e-05	0.00113487
0.245	0.039983	2.30831e-05	0.00125415
0.25	0.0400912	2.94216e-05	0.00135319
0.255	0.04015	3.62621e-05	0.0014301
0.26	0.04016	4.34925e-05	0.00148335
0.265	0.0401285	5.09923e-05	0.00151206
0.27	0.0400635	5.86363e-05	0.00151598
0.275	0.0399707	6.62983e-05	0.00149544
0.28	0.0398566	7.3855e-05	0.00145122
0.285	0.0397288	8.1187e-05	0.0013846
0.29	0.0395943	8.81798e-05	0.00129741
0.295	0.0394563	9.4728e-05	0.00119212
0.3	0.0393147	0.00010074	0.00107166
0.305	0.0391702	0.000106138	0.000939186
0.31	0.0390262	0.000110863	0.000797899
0.315	0.0388863	0.000114871	0.000650864
0.32	0.0387521	0.000118135	0.000500861
0.325	0.0386237	0.00012064	0.000350241
0.33	0.0385064	0.000122386	0.000201882
0.335	0.0384065	0.000123381	5.8769e-05
0.34	0.0383292	0.000123639	-7.64292e-05
0.345	0.0382721	0.000123225	-0.000203242
0.35	0.0382295	0.000122188	-0.00032235
0.355	0.038199	0.000120554	-0.00043445
0.36	0.03818	0.000118358	-0.000539278
0.365	0.0381689	0.000115634	-0.000636143
0.37	0.0381607	0.000112425	-0.000724471
0.375	0.0381503	0.000108773	-0.000803772
0.38	0.0381335	0.000104722	-0.000873639
0.385	0.0381081	0.000100321	-0.000933855
0.39	0.0380732	9.56192e-05	-0.000984558
0.395	0.0380289	9.06659e-05	-0.0010263
0.4	0.037976	8.55073e-05	-0.00105996
0.405	0.0379186	8.01841e-05	-0.00108649
0.41	0.0378617	7.47311e-05	-0.0011068
0.415	0.0378105	6.91791e-05	-0.00112165
0.42	0.0377695	6.35551e-05	-0.00113164
0.425	0.0377384	5.78824e-05	-0.00113704
0.43	0.037715	5.21823e-05	-0.00113786
0.435	0.0376995	4.64771e-05	-0.00113378
0.44	0.0376944	4.07904e-05	-0.00112424
0.445	0.0377027	3.51487e-05	-0.00110844
0.45	0.0377232	2.95826e-05	-0.00108541
0.455	0.0377537	2.41278e-05	-0.00105405
0.46	0.037792	1.88261e-05	-0.00101332
0.465	0.037836	1.37246e-05	-0.000962338
0.47	0.0378837	8.87615e-06	-0.000900685
0.475	0.0379333	4.33653e-06	-0.000828471
0.48	0.0379833	1.60596e-07	-0.000746299
0.485	0.0380339	-3.60113e-06	-0.000655058
0.49	0.0380874	-6.90337e-06	-0.000555757
0.495	0.0381451	-9.70568e-06	-0.000449478
0.5	0.0382058	-1.19726e-05	-0.000337364
0.505	0.0382682	-1.36747e-05	0.000119671
0.51	0.0383342	-1.47894e-05	0.000582053
0.515	0.0384065	-1.52988e-05	0.00105026
0.52	0.0384868	1.20515e-07	0.000844306
0.525	0.0385759	9.34021e-07	0.000641583
0.53	0.0386761	2.44407e-06	0.000439349
0.535	0.0387862	4.64792e-06	0.000574934
0.54	0.0388992	7.53491e-06	0.000706853
0.545	0.0390096	1.10865e-05	0.000833616
0.55	0.039114	1.52766e-05	0.000953828
0.555	0.0392118	2.00722e-05	0.00106627
0.56	0.0393025	2.54333e-05	0.00116996
0.565	0.0393851	3.13149e-05	0.00126421
0.57	0.0394616	3.76691e-05	0.00134847
0.575	0.0395353	4.44463e-05	0.0014222
0.58	0.0396052	5.15944e-05	0.00148468
0.585	0.0396683	5.90579e-05	0.00153503
0.59	0.039722	6.67769e-05	0.00157231
0.595	0.0397619	7.46854e-05	0.0015958
0.6	0.0397828	8.27124e-05	0.00160521
0.605	0.0397825	9.07853e-05	0.00160073
0.61	0.0397627	9.88335e-05	0.00158292
0.615	0.0397265	0.00010679	0.00155244
0.62	0.0396762	0.000114592	0.00150992
0.625	0.039615	0.00012218	0.00145596
0.63	0.0395477	0.000129496	0.00139107
0.635	0.0394791	0.000136486	0.00131581
0.64	0.0394109	0.000143098	0.00123084
0.645	0.0393408	0.000149282	0.00113713
0.65	0.0392672	0.000154993	0.00103597
0.655	0.0391894	0.000160193	0.00092903
0.66	0.039107	0.000164851	0.000818319
0.665	0.0390233	0.000168948	0.000705975
0.67	0.0389428	0.000172476	0.000594089
0.675	0.0388665	0.000175438	0.000484517
0.68	0.0387934	0.000177847	0.000378698
0.685	0.0387217	0.000179724	0.000277449
0.69	0.03865	0.000181094	0.000180868
0.695	0.0385793	0.000181984	8.9288e-05
0.7	0.0385111	0.000182416	2.64651e-06
0.705	0.0384467	0.000182404	-7.92284e-05
0.71	0.0383884	0.000182001	-0.00015812
0.715	0.0383376	0.000181209	-0.000235446
0.72	0.0382952	0.00018003	-0.000312172
0.725	0.0382635	0.000178467	-0.000387887
0.73	0.0382424	0.000176522	-0.000461717
0.735	0.0382309	0.000174203	-0.000532369
0.74	0.038229	0.000171526	-0.0005983
0.745	0.0382351	0.000168513	-0.000657981
0.75	0.0382441	0.000165197	-0.000710186
0.755	0.0382473	0.000161617	-0.000754207
0.76	0.0382367	0.000157818	-0.000789917
0.765	0.0382097	0.000153841	-0.000817722
0.77	0.0381654	0.000149729	-0.000838467
0.775	0.0381047	0.000145516	-0.000853345
0.78	0.0380324	0.000141234	-0.000863769
0.785	0.0379546	0.000136906	-0.000871127
0.79	0.037881	0.000132545	-0.000876492
0.795	0.0378238	0.000128159	-0.000880395
0.8	0.0377919	0.000123752	-0.0008828
0.805	0.0377895	0.000119332	-0.000883146
0.81	0.0378148	0.000114907	-0.000880474
0.815	0.0378612	0.000110491	-0.000873557
0.82	0.0379197	0.000106104	-0.000861123
0.825	0.0379812	0.000101776	-0.000842088
0.83	0.0380395	9.754e-05	-0.000815762
0.835	0.03809	9.34354e-05	-0.000781982
0.84	0.0381297	8.9501e-05	-0.000741154
0.845	0.0381558	8.57741e-05	-0.000694293
0.85	0.0381651	8.22868e-05	-0.000643034
0.855	0.0381669	7.90636e-05	-0.000589573
0.86	0.0381719	7.61169e-05	-0.000536419
0.865	0.0381868	7.34448e-05	-0.000486026
0.87	0.0382199	7.10319e-05	-0.000440443
0.875	0.0382707	6.88517e-05	-0.000401078
