TimeOfDay	Time	Air Flow	Lung Volume	Comp Ch 2
09:56:08.691	0	0.0456475	4.15421e-05	0.0028953
09:56:08.701	0.01	0.0456382	8.29101e-05	0.0028953
09:56:08.711	0.02	0.0455731	0.000123069	0.0028953
09:56:08.721	0.03	0.0453828	0.000159692	0.0028953
09:56:08.731	0.04	0.0450413	0.000189972	0.00220618
09:56:08.741	0.05	0.0445626	0.000211359	0.00156512
09:56:08.751	0.06	0.0439926	0.000224917	0.00107518
09:56:08.761	0.07	0.0434482	0.000235013	0.000715425
09:56:08.771	0.08	0.0430524	0.000241954	0.000435258
09:56:08.781	0.09	0.0428449	0.000246048	0.000195525
09:56:08.791	0.1	0.0427894	0.000247676	1.23077e-06
09:56:08.801	0.11	0.0428503	0.000247333	-0.000148953
09:56:08.811	0.12	0.0430109	0.000245602	-0.000270437
09:56:08.821	0.13	0.0432245	0.000242852	-0.000394826
09:56:08.831	0.14	0.0434294	0.000239197	-0.000570852
09:56:08.841	0.15	0.0435807	0.000234223	-0.000858943
09:56:08.851	0.16	0.0436569	0.000226834	-0.00132297
09:56:08.861	0.17	0.0436364	0.000215218	-0.00201542
09:56:08.871	0.18	0.0434878	0.000196916	-0.00295923
09:56:08.881	0.19	0.0432046	0.000169052	-0.00413176
09:56:08.891	0.2	0.0427473	0.000128918	-0.00546177
09:56:08.901	0.21	0.0420325	7.4666e-05	-0.0068441
09:56:08.911	0.22	0.0409753	5.74344e-06	-0.00816539
09:56:08.921	0.23	0.0395193	-7.70827e-05	-0.0093289
09:56:08.931	0.24	0.0376771	-0.000171993	-0.0102722
09:56:08.941	0.25	0.035613	-0.000276481	-0.0109839
09:56:08.951	0.26	0.033732	-0.0003878	-0.0115235
09:56:08.961	0.27	0.0325092	-0.000503548	-0.0120296
09:56:08.971	0.28	0.0322347	-0.000622758	-0.012691
09:56:08.981	0.29	0.0329054	-0.000747079	-0.0136755
09:56:08.991	0.3	0.0342927	-0.000880653	-0.0150556
09:56:09.001	0.31	0.0360837	-0.00102857	-0.0167791
09:56:09.011	0.32	0.0379237	-0.00119497	-0.0187009
09:56:09.021	0.33	0.039323	-0.00138196	-0.0206455
09:56:09.031	0.34	0.039357	-0.00158949	-0.0224641
09:56:09.041	0.35	0.0370245	-0.00181581	-0.0240625
09:56:09.051	0.36	0.0323681	-0.00205829	-0.0254005
09:56:09.061	0.37	0.0265953	-0.00231409	-0.0264716
09:56:09.071	0.38	0.0213282	-0.00258051	-0.0272694
09:56:09.081	0.39	0.0178183	-0.00285504	-0.0277481
09:56:09.091	0.4	0.0166524	-0.00313509	-0.027798
09:56:09.101	0.41	0.0177234	-0.003417	-0.0272617
09:56:09.111	0.42	0.0204246	-0.00369488	-0.0260024
09:56:09.121	0.43	0.0240116	-0.00396058	-0.023986
09:56:09.131	0.44	0.0278855	-0.00420523	-0.0213276
09:56:09.141	0.45	0.0316616	-0.00442137	-0.0182703
09:56:09.151	0.46	0.0350647	-0.00460459	-0.0151126
09:56:09.161	0.47	0.037916	-0.00475421	-0.012126
09:56:09.171	0.48	0.0401443	-0.0048727	-0.00949854
09:56:09.181	0.49	0.0417655	-0.00496441	-0.00732303
09:56:09.191	0.5	0.0428374	-0.00503439	-0.00561499
09:56:09.201	0.51	0.0433536	-0.00508757	-0.00434083
09:56:09.211	0.52	0.0432442	-0.00512845	-0.00343998
09:56:09.221	0.53	0.0426078	-0.00516084	-0.00283894
09:56:09.231	0.54	0.0417842	-0.00518776	-0.00246068
09:56:09.241	0.55	0.041128	-0.0052114	-0.00223107
09:56:09.251	0.56	0.0408216	-0.0052332	-0.00208175
09:56:09.261	0.57	0.0408704	-0.00525391	-0.00195185
09:56:09.271	0.58	0.0411783	-0.00527369	-0.00179344
09:56:09.281	0.59	0.0416309	-0.00529212	-0.00158089
09:56:09.291	0.6	0.0421478	-0.00530836	-0.00131764
09:56:09.301	0.61	0.0426797	-0.00532173	-0.001036
09:56:09.311	0.62	0.0431975	-0.00533191	-0.000795577
09:56:09.321	0.63	0.0436741	-0.00533913	-0.000686902
09:56:09.331	0.64	0.044069	-0.00534441	-0.000837818
09:56:09.341	0.65	0.044301	-0.00535006	-0.00141232
09:56:09.351	0.66	0.0442888	-0.00536011	-0.00259036
09:56:09.361	0.67	0.0440161	-0.00538068	-0.00452455
09:56:09.371	0.68	0.0435933	-0.00541992	-0.00728007
09:56:09.381	0.69	0.0431104	-0.00548711	-0.0107824
09:56:09.391	0.7	0.0423655	-0.00559103	-0.0148041
09:56:09.401	0.71	0.0409018	-0.00573777	-0.019007
09:56:09.411	0.72	0.0382237	-0.00592933	-0.0230229
09:56:09.421	0.73	0.0340014	-0.00616334	-0.0265381
09:56:09.431	0.74	0.0282487	-0.00643388	-0.0293466
09:56:09.441	0.75	0.0215663	-0.00673296	-0.0313544
09:56:09.451	0.76	0.0152801	-0.00705201	-0.0325443
09:56:09.461	0.77	0.0109741	-0.00738276	-0.0329255
09:56:09.471	0.78	0.00967294	-0.0077173	-0.0324972
09:56:09.481	0.79	0.0114999	-0.00804778	-0.0312425
09:56:09.491	0.8	0.0158122	-0.00836595	-0.0291577
09:56:09.501	0.81	0.0215717	-0.0086631	-0.0263043
09:56:09.511	0.82	0.0276977	-0.00893062	-0.0228529
09:56:09.521	0.83	0.0333419	-0.00916151	-0.0190871
09:56:09.531	0.84	0.0379768	-0.00935209	-0.0153553
09:56:09.541	0.85	0.0413599	-0.00950283	-0.0119947
09:56:09.551	0.86	0.0434927	-0.00961814	-0.00926111
09:56:09.561	0.87	0.0444736	-0.00970522	-0.00729221
09:56:09.571	0.88	0.044433	-0.0097726	-0.00610956
09:56:09.581	0.89	0.0435567	-0.00982875	-0.00564992
09:56:09.591	0.9	0.0421104	-0.00988114	-0.00581129
09:56:09.601	0.91	0.0404462	-0.00993592	-0.00649736
09:56:09.611	0.92	0.0388897	-0.00999799	-0.0076456
09:56:09.621	0.93	0.037639	-0.0100716	-0.00922663
09:56:09.631	0.94	0.0367999	-0.010161	-0.0112186
09:56:09.641	0.95	0.0363835	-0.0102706	-0.0135768
09:56:09.651	0.96	0.0362466	-0.0104043	-0.0162191
09:56:09.661	0.97	0.0361345	-0.0105654	-0.019035
09:56:09.671	0.98	0.0357218	-0.0107554	-0.0219055
09:56:09.681	0.99	0.0345696	-0.0109749	-0.024724
09:56:09.691	1	0.0322607	-0.0112231	-0.0274091
09:56:09.701	1.01	0.0288356	-0.0114985	-0.0299076
09:56:09.711	1.02	0.0248565	-0.0117991	-0.0321868
