TimeOfDay	Time	Air Flow	Lung Volume	Comp Ch 2
09:57:50.580	0	0.0460738	7.15987e-05	0.00132088
09:57:50.600	0.02	0.045995	0.000140269	0.00132088
09:57:50.620	0.04	0.0457428	0.000199567	0.00132088
09:57:50.640	0.06	0.0452316	0.000234994	0.00132088
09:57:50.660	0.08	0.0445048	0.00026032	0.000720346
09:57:50.680	0.1	0.0440488	0.000274649	0.000238746
09:57:50.700	0.12	0.0441048	0.000277619	-0.00013629
09:57:50.720	0.14	0.0441703	0.000272275	-0.000375106
09:57:50.740	0.16	0.0439228	0.000263043	-0.000500777
09:57:50.760	0.18	0.0436021	0.000252738	-0.000556099
09:57:50.780	0.2	0.0435583	0.000241243	-0.000549547
09:57:50.800	0.22	0.0436949	0.000228817	-0.000463649
09:57:50.820	0.24	0.0438251	0.000217898	-0.00146163
09:57:50.840	0.26	0.043857	0.000211391	-0.00240531
09:57:50.860	0.28	0.0439763	0.000210052	-0.00332388
09:57:50.880	0.3	0.044237	3.42183e-06	-0.00189768
09:57:50.900	0.32	0.044521	1.16765e-05	-0.000477407
09:57:50.920	0.34	0.0446353	2.59436e-05	0.00088948
09:57:50.940	0.36	0.0446187	4.56624e-05	0.000985121
09:57:50.960	0.38	0.0447359	6.76108e-05	0.000962449
09:57:50.980	0.4	0.04499	8.78752e-05	0.000848291
09:57:51.000	0.42	0.0450036	0.000105118	0.000666152
09:57:51.020	0.44	0.0446571	0.000119464	0.000422573
09:57:51.040	0.46	0.0442037	0.000129258	0.000137617
09:57:51.060	0.48	0.0440659	0.000131789	-0.000130188
09:57:51.080	0.5	0.0440727	0.000127473	-0.000323585
09:57:51.100	0.52	0.0438781	0.000119349	-0.000426985
09:57:51.120	0.54	0.0436212	0.000110255	-0.00045878
09:57:51.140	0.56	0.0436274	0.000100671	-0.000425142
09:57:51.160	0.58	0.0438638	9.08281e-05	-0.000761462
09:57:51.180	0.6	0.0440016	8.29985e-05	-0.00103477
09:57:51.200	0.62	0.0439637	7.99234e-05	-0.0012883
09:57:51.220	0.64	0.0440188	1.7694e-06	-0.000674455
09:57:51.240	0.66	0.0442976	6.54673e-06	-9.44596e-05
09:57:51.260	0.68	0.0446118	1.35405e-05	0.000446092
09:57:51.280	0.7	0.0446015	2.32021e-05	0.000482354
09:57:51.300	0.72	0.0444306	3.44942e-05	0.00045015
09:57:51.320	0.74	0.0444193	4.4457e-05	0.000386385
09:57:51.340	0.76	0.0444665	5.11619e-05	0.000354325
09:57:51.360	0.78	0.0443261	5.66449e-05	0.00038175
09:57:51.380	0.8	0.0440471	6.38958e-05	0.000446077
09:57:51.400	0.82	0.0439979	7.33509e-05	0.000514021
09:57:51.420	0.84	0.0443712	8.37321e-05	0.000576128
09:57:51.440	0.86	0.0447638	9.49134e-05	0.000626318
09:57:51.460	0.88	0.0448347	0.00010777	0.000639287
09:57:51.480	0.9	0.044641	0.000121999	0.000587694
09:57:51.500	0.92	0.0444769	0.000134965	0.000479611
09:57:51.520	0.94	0.0443627	0.000144523	0.000352818
09:57:51.540	0.96	0.0442565	0.000150978	0.000241163
09:57:51.560	0.98	0.0441334	0.000155562	0.000158655
09:57:51.580	1	0.0441214	0.000158454	0.000118919
09:57:51.600	1.02	0.0442501	0.00015986	0.000138202
09:57:51.620	1.04	0.0442883	0.000161307	0.000210787
09:57:51.640	1.06	0.044158	0.000165232	0.000290897
09:57:51.660	1.08	0.0440828	0.000172213	0.00032495
09:57:51.680	1.1	0.0442641	0.000180118	0.000291725
09:57:51.700	1.12	0.0446004	0.00018643	0.000204831
09:57:51.720	1.14	0.0446974	0.000190696	7.73399e-05
09:57:51.740	1.16	0.0444241	0.000192948	-9.02875e-05
09:57:51.760	1.18	0.0439882	0.000191988	-0.000286269
09:57:51.780	1.2	0.0437723	0.00018623	-0.000470038
09:57:51.800	1.22	0.0437033	0.000175605	-0.000599099
09:57:51.820	1.24	0.0436397	0.000162268	-0.000665316
09:57:51.840	1.26	0.0436008	0.000148685	-0.000695297
09:57:51.860	1.28	0.0436834	0.000135031	-0.000715236
09:57:51.880	1.3	0.0438592	0.00012063	-0.000732248
09:57:51.900	1.32	0.0439369	0.000105745	-0.000747712
09:57:51.920	1.34	0.0437573	9.08673e-05	-0.000770194
09:57:51.940	1.36	0.0435479	7.59289e-05	-0.000802789
09:57:51.960	1.38	0.0435389	6.00203e-05	-0.000825447
09:57:51.980	1.4	0.0436024	4.26574e-05	-0.000806857
09:57:52.000	1.42	0.0436707	2.53611e-05	-0.000737268
09:57:52.020	1.44	0.0436571	1.02176e-05	-0.000641066
09:57:52.040	1.46	0.0436339	-2.20644e-06	-0.000552459
09:57:52.060	1.48	0.0437712	-1.26806e-05	-0.000490026
09:57:52.080	1.5	0.0439963	-2.22687e-05	-0.000457837
09:57:52.100	1.52	0.0441054	-3.1121e-05	-0.000465949
09:57:52.120	1.54	0.0440086	-3.94844e-05	-0.000528875
09:57:52.140	1.56	0.0438553	-4.89611e-05	-0.000642887
09:57:52.160	1.58	0.0438104	-6.14956e-05	-0.000776937
09:57:52.180	1.6	0.0437357	-7.76148e-05	-0.00089237
09:57:52.200	1.62	0.0435393	-9.61758e-05	-0.000964548
09:57:52.220	1.64	0.0433592	-0.000115999	-0.000981212
09:57:52.240	1.66	0.0433586	-0.000136523	-0.000933925
09:57:52.260	1.68	0.0435	-0.000156382	-0.000828372
09:57:52.280	1.7	0.0435922	-0.000173503	-0.000694221
09:57:52.300	1.72	0.0436645	-0.00018692	-0.000567811
09:57:52.320	1.74	0.0438741	-0.000197589	-0.000462551
09:57:52.340	1.76	0.04411	-0.000206859	-0.000365851
09:57:52.360	1.78	0.0441307	-0.000214562	-0.000267046
09:57:52.380	1.8	0.0439309	-0.00021985	-0.000171794
09:57:52.400	1.82	0.0437917	-0.000222809	0.00116491
09:57:52.420	1.84	0.0439184	-0.00022442	0.0025059
09:57:52.440	1.86	0.044168	-0.000224965	0.00386364
09:57:52.460	1.88	0.0443592	1.84813e-06	0.00272176
09:57:52.480	1.9	0.0443908	7.09898e-06	0.00153732
09:57:52.500	1.92	0.044353	1.4314e-05	0.000283473
09:57:52.520	1.94	0.0443927	2.09662e-05	0.000221797
09:57:52.540	1.96	0.044433	2.54199e-05	0.000134904
09:57:52.560	1.98	0.0442886	2.79002e-05	4.57977e-05
09:57:52.580	2	0.0440618	2.89826e-05	-3.17328e-05
09:57:52.600	2.02	0.0439449	2.81e-05	-7.7247e-05
09:57:52.620	2.04	0.0440189	2.54472e-05	-0.000194853
09:57:52.640	2.06	0.0440895	2.30435e-05	-0.000256806
09:57:52.660	2.08	0.0440048	2.25876e-05	-0.000278709
09:57:52.680	2.1	0.0440642	1.82516e-06	-2.15776e-05
09:57:52.700	2.12	0.0443404	5.95297e-06	0.00025624
09:57:52.720	2.14	0.0444677	1.31326e-05	0.00052841
09:57:52.740	2.16	0.0443838	2.44868e-05	0.000620045
09:57:52.760	2.18	0.0444529	3.88696e-05	0.000621966
09:57:52.780	2.2	0.0446646	5.26682e-05	0.000542638
09:57:52.800	2.22	0.0447915	6.36426e-05	0.00041286
09:57:52.820	2.24	0.044635	7.2132e-05	0.00024914
09:57:52.840	2.26	0.0442303	7.79247e-05	5.84769e-05
09:57:52.860	2.28	0.0439354	7.94385e-05	-0.000133706
09:57:52.880	2.3	0.0439155	7.59247e-05	-0.000285602
09:57:52.900	2.32	0.0439448	6.88619e-05	-0.000376397
09:57:52.920	2.34	0.0438582	6.06415e-05	-0.0004229
09:57:52.940	2.36	0.0437742	5.23762e-05	-0.000452655
09:57:52.960	2.38	0.0438955	4.34559e-05	-0.000469283
09:57:52.980	2.4	0.0439892	3.34739e-05	-0.0004604
09:57:53.000	2.42	0.0439261	2.34717e-05	-0.000425804
09:57:53.020	2.44	0.0437791	1.5057e-05	-0.000385831
09:57:53.040	2.46	0.0437235	7.9054e-06	-0.000349796
09:57:53.060	2.48	0.043854	7.94489e-07	-0.000302271
09:57:53.080	2.5	0.0441049	-6.14683e-06	-0.000226941
09:57:53.100	2.52	0.0441587	-1.1177e-05	-0.000141588
09:57:53.120	2.54	0.0439977	-1.33281e-05	-8.35292e-05
