Time	Air Flow	Lung Volume	Comp Ch 2
1.59	0.0389033	-2.87083e-06	-0.000706241
1.595	0.0388811	-6.40599e-06	-0.000700871
1.6	0.038852	-9.91129e-06	-0.00069533
1.605	0.0388225	-1.33852e-05	-0.000690636
1.61	0.038799	-1.68317e-05	-0.000687795
1.615	0.0387836	-2.02611e-05	-0.000687508
1.62	0.0387762	-2.36883e-05	-0.000689868
1.625	0.0387745	-2.71296e-05	-0.000694143
1.63	0.0387738	-3.0598e-05	-0.00069877
1.635	0.0387732	-3.40976e-05	-0.000701594
1.64	0.0387726	-3.76198e-05	-0.000700284
1.645	0.0387724	-4.11431e-05	-0.000692773
1.65	0.0387717	-4.4634e-05	-0.000677639
1.655	0.0387696	-4.80511e-05	-0.000654377
1.66	0.0387649	-5.13502e-05	-0.000623522
1.665	0.0387577	-5.44893e-05	-0.000586567
1.67	0.038749	-5.74356e-05	-0.000545682
1.675	0.0387389	-6.01688e-05	-0.000503336
1.68	0.0387286	-6.26817e-05	-0.000461948
1.685	0.0387234	-6.49803e-05	-0.000423585
1.69	0.0387313	-6.70819e-05	-0.000389742
1.695	0.0387613	-6.90117e-05	-0.000361258
1.7	0.0388205	-7.07985e-05	-0.000338318
1.705	0.0389067	-7.24721e-05	-0.000320525
1.71	0.0390114	-7.40598e-05	-0.000306944
1.715	0.039124	-7.55845e-05	-0.000296223
1.72	0.0392346	-7.70615e-05	-0.000286789
1.725	0.0393309	-7.84969e-05	-0.00027713
1.73	0.0393999	-7.98881e-05	-0.000266032
1.735	0.0394371	-8.12264e-05	-0.000252712
1.74	0.039443	-8.24993e-05	-0.000236864
1.745	0.039418	-8.36922e-05	-0.000218717
1.75	0.039364	-8.47919e-05	-0.000199069
1.755	0.0392884	-8.57885e-05	-0.000179268
1.76	0.0392012	-8.66798e-05	-0.000161041
1.765	0.0391119	-8.74732e-05	-0.000146199
1.77	0.0390291	-8.81867e-05	-0.000136306
1.775	0.0389605	-8.88471e-05	-0.00013242
1.78	0.0389125	-8.94866e-05	-0.000134935
1.785	0.0388895	-9.01398e-05	-0.00014356
1.79	0.0388898	-9.08395e-05	-0.000157427
1.795	0.0389074	-9.16132e-05	-0.000175298
1.8	0.0389349	-9.2481e-05	-0.000195785
1.805	0.0389679	-9.3456e-05	-0.000217488
1.81	0.039003	-9.4544e-05	-0.000239113
1.815	0.0390394	-9.57441e-05	-0.000259574
1.82	0.0390767	-9.7049e-05	-0.000278096
1.825	0.0391136	-9.8448e-05	-0.00029428
1.83	0.0391459	-9.99279e-05	-0.000308161
1.835	0.0391706	-0.000101476	-0.000320217
1.84	0.0391864	-0.00010308	-0.000331317
1.845	0.0391938	-0.000104736	-0.000342568
1.85	0.0391913	-0.000106445	-0.000355055
1.855	0.0391785	-0.000108212	-0.000369587
1.86	0.0391555	-0.000110051	-0.000386515
1.865	0.0391219	-0.000111975	-0.000405743
1.87	0.0390793	-0.000113998	-0.000426834
1.875	0.0390289	-0.000116128	-0.000449178
1.88	0.0389742	-0.000118372	-0.000472086
1.885	0.0389197	-0.000120733	-0.000494832
1.89	0.0388696	-0.00012321	-0.000516698
1.895	0.0388264	-0.000125799	-0.000537033
1.9	0.0387896	-0.000128491	-0.000555309
1.905	0.0387586	-0.000131276	-0.000571061
1.91	0.0387338	-0.000134141	-0.000583837
1.915	0.0387122	-0.000137072	-0.000593167
1.92	0.0386928	-0.00014005	-0.000598595
1.925	0.0386798	-0.000143058	-0.000599659
1.93	0.0386749	-0.000146072	-0.000595913
1.935	0.0386804	-0.00014907	-0.000587002
1.94	0.038698	-0.000152023	-0.000572819
1.945	0.038727	-0.000154904	-0.000553595
1.95	0.0387652	-0.000157688	-0.000529826
1.955	0.0388113	-0.00016035	-0.000502085
1.96	0.0388616	-0.000162871	-0.000470894
1.965	0.0389091	-0.000165236	-0.000436751
1.97	0.038953	-0.000167428	-0.000400241
1.975	0.0389951	-0.000169435	-0.000362122
1.98	0.0390345	-0.000171248	-0.000323301
1.985	0.0390697	-0.000172863	-0.000284827
1.99	0.0391014	-0.000174283	-0.000247802
1.995	0.0391307	-0.000175513	-0.000213328
2	0.0391601	-0.000176568	-0.000182381
2.005	0.0391894	-0.000177465	-0.000155702
2.01	0.0392141	-0.000178227	-0.000133739
2.015	0.0392322	-0.000178879	-0.000116666
2.02	0.0392464	-0.000179446	-0.000104481
2.025	0.0392603	-0.000179952	-9.71163e-05
2.03	0.0392752	-0.000180422	-9.45318e-05
2.035	0.0392882	-0.000180879	-9.66506e-05
2.04	0.0392921	-0.000181347	-0.000103233
2.045	0.0392845	-0.000181849	-0.000113788
2.05	0.0392672	-0.000182407	-0.000127656
2.055	0.0392406	-0.000183037	-0.000144144
2.06	0.0392071	-0.000183751	-0.000162548
2.065	0.0391691	-0.00018456	-0.000182049
2.07	0.0391303	-0.000185469	-0.000201631
2.075	0.0390953	-0.000186481	-0.000220184
2.08	0.0390664	-0.000187589	-0.000236732
2.085	0.0390424	-0.000188783	-0.000250572
2.09	0.0390191	-0.000190046	-0.000261219
2.095	0.0389925	-0.000191364	-0.000268258
2.1	0.0389617	-0.000192719	-0.000271349
2.105	0.0389303	-0.00019409	-0.000270391
2.11	0.0389039	-0.000195455	-0.000265669
2.115	0.0388864	-0.000196794	-0.000257829
2.12	0.0388782	-0.000198091	-0.00024772
2.125	0.0388775	-0.000199334	-0.000236239
2.13	0.0388865	-0.000200517	-0.000224216
2.135	0.0389078	-0.000201637	-0.000212393
2.14	0.0389435	-0.000202696	-0.000201388
2.145	0.0389925	-0.000203698	-0.000191643
2.15	0.03905	-0.000204651	-0.000183332
2.155	0.0391118	-0.000205563	-0.000176369
2.16	0.0391774	-0.000206441	-0.000170486
2.165	0.0392436	-0.000207291	-0.000165369
2.17	0.0393026	-0.000208117	-0.000160733
2.175	0.0393453	-0.00020892	-0.000156325
2.18	0.0393673	-0.000209701	-0.000151901
2.185	0.0393681	-0.000210462	-0.000147229
2.19	0.0393493	-0.000211199	-0.000142197
2.195	0.0393173	-0.000211912	-0.000136907
2.2	0.0392789	-0.000212596	-0.000131633
2.205	0.0392364	-0.000213253	-0.00012663
2.21	0.0391901	-0.000213884	-0.000121926
2.215	0.0391419	-0.000214494	-0.000117285
2.22	0.0390932	-0.000215081	-0.000112311
2.225	0.0390462	-0.000215645	-0.000106573
2.23	0.039004	-0.000216182	-9.96774e-05
2.235	0.0389711	-0.000216686	-9.13123e-05
2.24	0.0389504	-0.000217148	-8.13381e-05
2.245	0.0389411	-0.00021756	-6.99087e-05
2.25	0.0389452	-0.000217914	-5.75777e-05
2.255	0.0389631	-0.000218202	-4.52571e-05
2.26	0.0389913	-0.000218424	-3.40204e-05
2.265	0.0390265	-0.000218587	-2.47486e-05
2.27	0.0390678	-0.000218702	-1.78271e-05
2.275	0.0391169	-0.000218783	-1.30114e-05
2.28	0.0391765	-0.000218843	-9.52148e-06
2.285	0.0392475	-0.00021889	0.0048591
2.29	0.0393257	-0.000218924	0.00972873
2.295	0.039402	-0.000218942	0.0146005
2.3	0.0394684	1.05557e-08	0.0097447
2.305	0.0395176	6.72738e-08	0.00489254
2.31	0.0395443	1.90002e-07	4.41191e-05
2.315	0.0395441	3.98967e-07	6.45035e-05
2.32	0.0395147	7.11643e-07	8.79174e-05
2.325	0.0394579	1.14258e-06	0.00011394
2.33	0.0393799	1.70468e-06	0.00014211
2.335	0.0392905	2.40964e-06	0.000171774
2.34	0.0392045	3.26619e-06	0.000202034
2.345	0.0391335	4.27801e-06	0.000231887
2.35	0.0390827	5.44254e-06	0.000260507
2.355	0.0390548	6.7515e-06	0.000287501
2.36	0.0390524	8.19469e-06	0.000312931
2.365	0.0390754	9.76337e-06	0.00033718
2.37	0.0391198	1.14515e-05	0.00036083
2.375	0.0391787	1.32557e-05	0.000384674
2.38	0.0392439	1.51754e-05	0.000409765
2.385	0.0393114	1.72158e-05	0.000437322
2.39	0.0393817	1.93897e-05	0.000468466
2.395	0.0394546	2.17165e-05	0.000503921
2.4	0.0395273	2.42202e-05	0.000543833
2.405	0.0395969	2.69252e-05	0.000587732
2.41	0.039661	2.98531e-05	0.000634584
2.415	0.0397168	3.30206e-05	0.000682857
2.42	0.0397654	3.64362e-05	0.000730653
2.425	0.0398081	4.0098e-05	0.000775888
2.43	0.0398412	4.39933e-05	0.000816525
2.435	0.0398583	4.8098e-05	0.000850753
2.44	0.0398569	5.23785e-05	0.000877075
2.445	0.0398416	5.67946e-05	0.000894315
2.45	0.0398192	6.13e-05	0.000901626
2.455	0.0397938	6.58435e-05	0.000898529
2.46	0.0397694	7.03718e-05	0.000884888
2.465	0.0397495	7.48311e-05	0.000860909
2.47	0.039737	7.91691e-05	0.000827093
2.475	0.0397314	8.33351e-05	0.000784234
2.48	0.0397265	8.72831e-05	0.000733338
2.485	0.039719	9.09729e-05	0.000675556
2.49	0.0397072	9.43698e-05	0.000612143
2.495	0.0396868	9.74448e-05	0.000544398
2.5	0.039655	0.000100177	0.000473533
2.505	0.0396108	0.000102551	0.000400505
2.51	0.039553	0.000104558	0.000325971
2.515	0.0394851	0.000106191	0.000250395
2.52	0.0394132	0.000107446	0.00017423
