SoftwareTimestamp,hardwareLoop,hardwareISR,Temperature,Flow,Pressure,TimeDuration
2025-04-03 09:35:44.770139,15408,15390,29.82,33.57,6.00,2094
2025-04-03 09:35:44.776049,20409,20390,29.82,33.57,6.00,2694
2025-04-03 09:35:44.781226,25409,25390,29.82,33.57,6.00,2746
2025-04-03 09:35:44.785145,30409,30390,29.82,33.57,6.00,2465
2025-04-03 09:35:44.790396,35409,35390,29.82,33.57,6.00,2392
2025-04-03 09:35:44.796119,40409,40390,29.82,34.82,6.46,2798
2025-04-03 09:35:44.800105,45409,45390,29.82,33.57,6.00,1726
2025-04-03 09:35:44.806188,50408,50390,29.82,33.57,6.00,3244
2025-04-03 09:35:44.811078,55409,55390,29.82,33.57,6.00,2909
2025-04-03 09:35:44.815189,60409,60390,29.82,33.57,6.00,2491
2025-04-03 09:35:44.820554,65410,65390,29.82,33.57,6.00,2496
2025-04-03 09:35:44.826039,70409,70390,29.82,33.57,6.00,2709
2025-04-03 09:35:44.831061,75409,75390,29.82,35.64,6.77,2859
2025-04-03 09:35:44.836695,80409,80390,29.82,34.82,6.46,3517
2025-04-03 09:35:44.840999,85409,85390,29.82,34.82,6.46,2807
2025-04-03 09:35:44.846023,3028,90390,29.82,34.82,6.46,3019
2025-04-03 09:35:44.851079,8028,8009,29.82,34.82,6.46,2938
2025-04-03 09:35:44.856955,13028,13009,29.82,33.57,6.00,3534
2025-04-03 09:35:44.860155,18028,18009,29.82,34.82,6.46,2639
2025-04-03 09:35:44.864932,23028,23009,29.82,33.57,6.00,1640
2025-04-03 09:35:44.870325,28028,28009,29.82,34.82,6.46,2562
2025-04-03 09:35:44.876265,33026,33009,29.82,33.57,6.00,2930
2025-04-03 09:35:44.880219,38028,38009,29.82,33.57,6.00,1712
2025-04-03 09:35:44.886355,43026,43009,29.82,33.57,6.00,3454
2025-04-03 09:35:44.890490,48028,48009,29.82,33.57,6.00,2751
2025-04-03 09:35:44.896192,53026,53009,29.82,33.57,6.00,3470
2025-04-03 09:35:44.900165,58026,58009,29.82,34.82,6.46,2508
2025-04-03 09:35:44.905274,63028,63009,29.82,33.57,6.00,2588
2025-04-03 09:35:44.911132,68026,68009,29.82,35.64,6.77,3068
2025-04-03 09:35:44.915124,73028,73009,29.82,35.64,6.77,2412
2025-04-03 09:35:44.921105,78028,78009,29.82,34.82,6.46,3142
2025-04-03 09:35:44.925866,83026,83009,29.82,33.57,6.00,2917
2025-04-03 09:35:44.930083,646,88009,29.82,34.82,6.46,2281
2025-04-03 09:35:44.936198,5646,5628,29.82,35.64,6.77,3408
2025-04-03 09:35:44.940133,10646,10628,29.82,33.57,6.00,2384
2025-04-03 09:35:44.946199,15645,15628,29.82,34.82,6.46,3182
2025-04-03 09:35:44.952123,20646,20628,29.82,34.82,6.46,4168
2025-04-03 09:35:44.954090,Sensor read too slow! Took 4168µs,,,,,
2025-04-03 09:35:44.956084,25645,25628,29.82,33.57,6.00,1754
2025-04-03 09:35:44.959076,30646,30628,29.82,34.82,6.46,1652
2025-04-03 09:35:44.964123,35646,35628,29.82,34.82,6.46,1697
2025-04-03 09:35:44.969183,40646,40628,29.82,34.82,6.46,1704
2025-04-03 09:35:44.974017,45646,45628,29.82,35.64,6.77,1713
2025-04-03 09:35:44.980218,50646,50628,29.82,34.82,6.46,2216
2025-04-03 09:35:44.984336,55646,55628,29.82,34.82,6.46,2017
2025-04-03 09:35:44.989331,60645,60628,29.82,33.57,6.00,1982
2025-04-03 09:35:44.995410,65646,65628,29.82,34.82,6.46,2421
2025-04-03 09:35:44.999435,70646,70628,29.82,32.70,5.70,1981
2025-04-03 09:35:45.004734,75646,75628,29.82,33.57,6.00,1599
2025-04-03 09:35:45.010777,80646,80628,29.82,34.82,6.46,2708
2025-04-03 09:35:45.015133,85648,85628,29.82,33.57,6.00,2468
2025-04-03 09:35:45.019114,3265,90628,29.82,34.82,6.46,2042
2025-04-03 09:35:45.025122,8265,8246,29.82,34.82,6.46,2608
2025-04-03 09:35:45.029148,13265,13246,29.82,34.82,6.46,1980
2025-04-03 09:35:45.035102,18264,18246,29.82,34.82,6.46,2096
2025-04-03 09:35:45.040523,23265,23246,29.82,33.57,6.00,2494
2025-04-03 09:35:45.045072,28265,28246,29.82,34.82,6.46,2838
2025-04-03 09:35:45.049033,33265,33246,29.82,34.82,6.46,1644
2025-04-03 09:35:45.055127,38265,38246,29.82,35.64,6.77,2429
2025-04-03 09:35:45.061172,43265,43246,29.82,34.82,6.46,2788
2025-04-03 09:35:45.066215,48265,48246,29.82,34.82,6.46,3046
2025-04-03 09:35:45.071147,53265,53246,29.82,33.57,6.00,2634
2025-04-03 09:35:45.076237,58265,58246,29.82,34.82,6.46,3405
2025-04-03 09:35:45.080116,63265,63246,29.82,34.82,6.46,1782
2025-04-03 09:35:45.086353,68264,68246,29.82,34.82,6.46,2964
2025-04-03 09:35:45.091200,73265,73246,29.82,33.57,6.00,3448
2025-04-03 09:35:45.095075,78265,78246,29.82,34.82,6.46,2189
2025-04-03 09:35:45.100064,83265,83246,29.82,33.57,6.00,2378
2025-04-03 09:35:45.106246,884,88246,29.82,34.82,6.46,3117
2025-04-03 09:35:45.110198,5884,5865,29.82,34.82,6.46,2177
2025-04-03 09:35:45.115375,10884,10865,29.82,33.57,6.00,2411
2025-04-03 09:35:45.120170,15884,15865,29.82,34.82,6.46,2381
2025-04-03 09:35:45.124166,20882,20865,29.82,35.64,6.77,2073
2025-04-03 09:35:45.129143,25881,25865,29.82,33.57,6.00,1828
2025-04-03 09:35:45.135149,30881,30865,29.82,34.82,6.46,2743
2025-04-03 09:35:45.140347,35882,35865,29.82,34.82,6.46,2654
2025-04-03 09:35:45.145100,40884,40865,29.82,34.82,6.46,2690
2025-04-03 09:35:45.149132,45882,45865,29.82,33.57,6.00,2110
2025-04-03 09:35:45.155130,50884,50865,29.82,36.43,7.07,2544
2025-04-03 09:35:45.160404,55882,55865,29.82,36.43,7.07,2657
2025-04-03 09:35:45.165059,60884,60865,29.82,34.82,6.46,2517
2025-04-03 09:35:45.170232,65884,65865,29.82,35.64,6.77,2680
2025-04-03 09:35:45.176378,70882,70865,29.82,35.64,6.77,3373
2025-04-03 09:35:45.180346,75882,75865,29.82,35.64,6.77,3129
2025-04-03 09:35:45.185215,80884,80865,29.82,35.64,6.77,2337
2025-04-03 09:35:45.191211,85885,85865,29.82,35.64,6.77,3367
2025-04-03 09:35:45.195209,3502,90865,29.82,36.43,7.07,3091
2025-04-03 09:35:45.200180,8502,8484,29.82,35.64,6.77,2400
2025-04-03 09:35:45.204201,13501,13484,29.82,34.82,6.46,1610
2025-04-03 09:35:45.210542,18502,18484,29.82,33.57,6.00,2732
2025-04-03 09:35:45.215136,23502,23484,29.82,36.43,7.07,2433
2025-04-03 09:35:45.219321,28501,28484,29.82,35.64,6.77,1680
2025-04-03 09:35:45.226108,33502,33484,29.82,34.82,6.46,3301
2025-04-03 09:35:45.229420,38501,38484,29.82,35.64,6.77,2290
2025-04-03 09:35:45.234720,43502,43484,29.82,36.43,7.07,2411
2025-04-03 09:35:45.240342,48502,48484,29.82,35.64,6.77,2776
2025-04-03 09:35:45.244265,53501,53484,29.82,34.82,6.46,2242
2025-04-03 09:35:45.249304,58502,58484,29.82,35.64,6.77,2109
2025-04-03 09:35:45.254291,63502,63484,29.82,33.57,6.00,1649
2025-04-03 09:35:45.261268,68502,68484,29.82,32.70,5.70,3081
2025-04-03 09:35:45.265252,73502,73484,29.82,34.82,6.46,2337
2025-04-03 09:35:45.271195,78501,78484,29.82,33.57,6.00,2970
2025-04-03 09:35:45.276181,83502,83484,29.82,32.70,5.70,3408
2025-04-03 09:35:45.280354,1121,88484,29.82,33.57,6.00,2229
2025-04-03 09:35:45.286154,6121,6102,29.82,32.70,5.70,3496
2025-04-03 09:35:45.291176,11121,11102,29.82,32.70,5.70,3208
2025-04-03 09:35:45.295131,16121,16102,29.82,33.57,6.00,2494
2025-04-03 09:35:45.301113,21121,21104,29.82,32.70,5.70,3276
2025-04-03 09:35:45.305146,26124,26102,29.82,33.57,6.00,1708
2025-04-03 09:35:45.310408,31125,31102,29.82,33.57,6.00,2812
2025-04-03 09:35:45.315397,36124,36102,29.82,33.57,6.00,2498
2025-04-03 09:35:45.321464,41125,41102,29.82,34.82,6.46,3533
2025-04-03 09:35:45.326499,46120,46102,29.82,33.57,6.00,3924
2025-04-03 09:35:45.330403,51121,51102,29.82,32.70,5.70,2569
2025-04-03 09:35:45.336515,56121,56102,29.82,32.70,5.70,3248
2025-04-03 09:35:45.340142,61121,61102,29.82,34.82,6.46,2826
2025-04-03 09:35:45.346127,66121,66102,29.82,32.70,5.70,3104
2025-04-03 09:35:45.350116,71121,71102,29.82,32.70,5.70,2796
2025-04-03 09:35:45.355102,76121,76102,29.82,33.57,6.00,2813
2025-04-03 09:35:45.361088,81122,81102,29.82,34.82,6.46,2841
2025-04-03 09:35:45.366072,86121,86102,29.82,33.57,6.00,3430
2025-04-03 09:35:45.370061,3740,91102,29.82,34.82,6.46,2412
2025-04-03 09:35:45.375045,8740,8721,29.82,32.70,5.70,2187
2025-04-03 09:35:45.379175,13740,13721,29.82,33.57,6.00,1864
2025-04-03 09:35:45.386231,18738,18721,29.82,34.82,6.46,3542
2025-04-03 09:35:45.390138,23738,23721,29.82,34.82,6.46,2090
2025-04-03 09:35:45.396127,28738,28721,29.82,34.82,6.46,3654
2025-04-03 09:35:45.401119,33740,33721,29.82,34.82,6.46,3101
2025-04-03 09:35:45.405103,38740,38721,29.82,33.57,6.00,2510
2025-04-03 09:35:45.410604,43740,43721,29.82,34.82,6.46,3109
2025-04-03 09:35:45.414124,48738,48721,29.82,34.82,6.46,2330
2025-04-03 09:35:45.420250,53738,53721,29.82,32.70,5.70,2846
2025-04-03 09:35:45.424050,58740,58721,29.82,34.82,6.46,1981
2025-04-03 09:35:45.429751,63740,63721,29.82,34.82,6.46,2269
2025-04-03 09:35:45.435097,68740,68721,29.82,33.57,6.00,2903
2025-04-03 09:35:45.439007,73741,73721,29.82,34.82,6.46,2251
2025-04-03 09:35:45.444996,78740,78721,29.82,34.82,6.46,2595
2025-04-03 09:35:45.449985,83740,83721,29.82,35.64,6.77,2880
2025-04-03 09:35:45.453971,1358,88721,29.82,33.57,6.00,1857
2025-04-03 09:35:45.461167,6358,6340,29.82,34.82,6.46,3340
2025-04-03 09:35:45.465336,11358,11340,29.82,34.82,6.46,2667
2025-04-03 09:35:45.470077,16357,16340,29.82,34.82,6.46,1838
2025-04-03 09:35:45.476064,21358,21340,29.82,31.81,5.39,3329
2025-04-03 09:35:45.480050,26357,26340,29.82,34.82,6.46,2221
2025-04-03 09:35:45.485608,31358,31340,29.82,33.57,6.00,2882
2025-04-03 09:35:45.491023,36358,36340,29.82,32.70,5.70,3352
2025-04-03 09:35:45.496050,41358,41340,29.82,33.57,6.00,3341
2025-04-03 09:35:45.500001,46357,46340,29.82,35.64,6.77,1798
2025-04-03 09:35:45.504991,51357,51340,29.82,34.82,6.46,1757
2025-04-03 09:35:45.511246,56358,56340,29.82,34.82,6.46,3558
2025-04-03 09:35:45.515031,61358,61340,29.82,35.64,6.77,2643
2025-04-03 09:35:45.520944,66358,66340,29.82,34.82,6.46,3209
2025-04-03 09:35:45.525423,71358,71340,29.82,34.82,6.46,2970
