SoftwareTimestamp,hardwareLoop,hardwareISR,Temperature,Flow,Pressure,TimeDuration
2025-04-03 10:09:24.600777,21100,29.82,33.57,6.00,2741,
2025-04-03 10:09:24.605140,26117,26100,29.82,33.57,6.00,2372
2025-04-03 10:09:24.611128,31118,31100,29.82,32.70,5.70,2871
2025-04-03 10:09:24.616112,36117,36100,29.82,32.70,5.70,3560
2025-04-03 10:09:24.620102,41117,41100,29.82,32.70,5.70,2017
2025-04-03 10:09:24.625154,46116,46100,29.82,31.81,5.39,2762
2025-04-03 10:09:24.631168,51117,51100,29.82,34.82,6.46,3238
2025-04-03 10:09:24.635061,56117,56100,29.82,33.57,6.00,1981
2025-04-03 10:09:24.640201,61118,61100,29.82,33.57,6.00,2845
2025-04-03 10:09:24.646090,66117,66100,29.82,34.82,6.46,3200
2025-04-03 10:09:24.651084,71118,71100,29.82,33.57,6.00,3197
2025-04-03 10:09:24.656196,76118,76100,29.82,34.82,6.46,2900
2025-04-03 10:09:24.661401,81118,81100,29.82,35.64,6.77,3428
2025-04-03 10:09:24.665098,86118,86100,29.82,35.64,6.77,2142
2025-04-03 10:09:24.671083,3737,91100,29.82,35.64,6.77,3044
2025-04-03 10:09:24.675071,8737,8718,29.82,36.43,7.07,2789
2025-04-03 10:09:24.680829,13736,13718,29.82,35.64,6.77,2792
2025-04-03 10:09:24.685276,18737,18718,29.82,36.43,7.07,2869
2025-04-03 10:09:24.690201,23736,23718,29.82,35.64,6.77,2525
2025-04-03 10:09:24.695189,28736,28718,29.82,34.82,6.46,2637
2025-04-03 10:09:24.700177,33737,33718,29.82,35.64,6.77,2464
2025-04-03 10:09:24.705214,38738,38718,29.82,33.57,6.00,2505
2025-04-03 10:09:24.711488,43737,43718,29.82,33.57,6.00,3520
2025-04-03 10:09:24.715353,48737,48718,29.82,34.82,6.46,2425
2025-04-03 10:09:24.720407,53736,53718,29.82,34.82,6.46,2905
2025-04-03 10:09:24.725505,58737,58718,29.82,34.82,6.46,2689
2025-04-03 10:09:24.730439,63737,63718,29.82,33.57,6.00,2522
2025-04-03 10:09:24.735475,68737,68718,29.82,33.57,6.00,2580
2025-04-03 10:09:24.741155,73737,73718,29.82,34.82,6.46,3160
2025-04-03 10:09:24.745329,78737,78718,29.82,33.57,6.00,2533
2025-04-03 10:09:24.749423,83737,83718,29.82,33.57,6.00,2261
2025-04-03 10:09:24.755451,1356,88718,29.82,34.82,6.46,3013
2025-04-03 10:09:24.759337,6356,6337,29.82,35.64,6.77,1709
