SoftwareTimestamp,hardwareLoop,hardwareISR,Temperature,Flow,Pressure,TimeDuration
2025-04-03 09:13:44.649095,.57,6.00,2320,,,
2025-04-03 09:13:44.655180,81169,81150,27.77,33.57,6.00,2708
2025-04-03 09:13:44.660276,86169,86150,27.77,34.82,6.46,3209
2025-04-03 09:13:44.664374,3788,91150,27.77,32.70,5.70,2414
2025-04-03 09:13:44.670221,8788,8769,27.77,32.70,5.70,3005
2025-04-03 09:13:44.674114,13786,13769,27.77,32.70,5.70,2352
2025-04-03 09:13:44.679234,18786,18769,27.77,32.70,5.70,2518
2025-04-03 09:13:44.685669,23788,23769,27.77,33.57,6.00,3432
2025-04-03 09:13:44.690195,28786,28769,27.77,33.57,6.00,2968
2025-04-03 09:13:44.694185,33788,33769,27.77,32.70,5.70,2148
2025-04-03 09:13:44.700514,38788,38769,27.77,32.70,5.70,3278
2025-04-03 09:13:44.705154,43789,43769,27.77,33.57,6.00,2725
2025-04-03 09:13:44.710139,48786,48769,27.77,32.70,5.70,2648
2025-04-03 09:13:44.715498,53785,53769,27.77,33.57,6.00,3483
2025-04-03 09:13:44.719225,58786,58769,27.77,31.81,5.39,2408
2025-04-03 09:13:44.724098,63786,63769,27.77,32.70,5.70,2429
2025-04-03 09:13:44.730090,68786,68769,27.77,33.57,6.00,3024
2025-04-03 09:13:44.735077,73786,73769,27.77,32.70,5.70,2920
2025-04-03 09:13:44.740059,78788,78769,27.77,33.57,6.00,2565
2025-04-03 09:13:44.745742,83788,83769,27.77,31.81,5.39,3188
2025-04-03 09:13:44.750281,1406,88769,27.77,32.70,5.70,2904
2025-04-03 09:13:44.756254,6405,6388,27.77,32.70,5.70,3590
2025-04-03 09:13:44.760236,11406,11388,27.77,33.57,6.00,2814
2025-04-03 09:13:44.765095,16404,16388,27.77,32.70,5.70,3283
2025-04-03 09:13:44.769074,21406,21388,27.77,33.57,6.00,1975
2025-04-03 09:13:44.776055,26405,26388,27.77,33.57,6.00,3411
2025-04-03 09:13:44.780040,31405,31388,27.77,33.57,6.00,2858
2025-04-03 09:13:44.784624,36406,36388,27.77,34.82,6.46,2457
2025-04-03 09:13:44.790014,41406,41388,27.77,35.64,6.77,2782
2025-04-03 09:13:44.795179,46405,46388,27.77,34.82,6.46,2937
2025-04-03 09:13:44.799897,51406,51388,27.77,34.82,6.46,2705
2025-04-03 09:13:44.804223,56406,56388,27.77,33.57,6.00,2742
2025-04-03 09:13:44.810177,61406,61388,27.77,36.43,7.07,2448
2025-04-03 09:13:44.815137,66405,66388,27.77,33.57,6.00,2789
2025-04-03 09:13:44.820221,71406,71388,27.77,34.82,6.46,2994
2025-04-03 09:13:44.825133,76405,76388,27.77,33.57,6.00,2857
2025-04-03 09:13:44.829098,81406,81388,27.77,33.57,6.00,2469
2025-04-03 09:13:44.834231,86406,86388,27.77,33.57,6.00,2462
2025-04-03 09:13:44.840324,4025,91388,27.77,34.82,6.46,3093
2025-04-03 09:13:44.845303,9025,9006,27.77,33.57,6.00,3241
2025-04-03 09:13:44.849263,14025,14006,27.77,34.82,6.46,2609
2025-04-03 09:13:44.855185,19025,19006,27.77,33.57,6.00,2956
2025-04-03 09:13:44.859202,24025,24006,27.77,35.64,6.77,2469
2025-04-03 09:13:44.865208,29025,29006,27.77,34.82,6.46,3170
2025-04-03 09:13:44.870204,34025,34006,27.77,32.70,5.70,2929
2025-04-03 09:13:44.874487,39025,39006,27.77,34.82,6.46,2305
2025-04-03 09:13:44.879238,44025,44006,27.77,32.70,5.70,2395
2025-04-03 09:13:44.885472,49025,49006,27.77,32.70,5.70,3207
2025-04-03 09:13:44.890284,54024,54006,27.77,33.57,6.00,3165
2025-04-03 09:13:44.894197,59025,59006,27.77,32.70,5.70,2661
2025-04-03 09:13:44.899124,64024,64006,27.77,32.70,5.70,2506
2025-04-03 09:13:44.906115,69025,69006,27.77,32.70,5.70,3329
2025-04-03 09:13:44.910821,74025,74006,27.77,32.70,5.70,3416
2025-04-03 09:13:44.915093,79025,79006,27.77,33.57,6.00,2552
